strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
2bf3f75e,-5.9249963990669805,2.8195806744715144,0.5492163982717592,-1.0804658653513395,-0.8486390086064751,-0.40776542606157407,-0.8747189376251627,0.5240594350544924,-0.3345731954627272,0.7220642444187632
4a5d94e1,-5.926089268888426,2.8190049032413635,0.5461668422356315,-1.081376078253755,-0.8473931722868944,-0.4087408611490807,-0.8736469053634615,0.5263648569908536,-0.33822922951651374,0.7208298047625044
7596117e,-5.926173768616427,2.8202078734023024,0.5467134947066614,-1.0824186960077342,-0.8475307643354327,-0.40775062427367514,-0.8747778826707021,0.5257938970345419,-0.33767710617568036,0.7226096643965882
1a32f213,-5.925242905926504,2.8204704686313455,0.5469109771386435,-1.0842674680278903,-0.8460393013535907,-0.4070341361436088,-0.8741045300522862,0.5300550574787971,-0.33497533383898376,0.7202502022679269
72d6f761,-5.926031588189072,2.8201911718503565,0.5469268994935916,-1.0834009188221783,-0.8470044579268458,-0.4089236492745215,-0.8700725848497414,0.522880345378132,-0.33753630530267265,0.7181904618845365
16b34dd0,-5.925783980206847,2.819942225681752,0.546787217480446,-1.082244741031934,-0.8465202822879132,-0.4078350207810045,-0.8737226983763745,0.5263014134530603,-0.33545170920526884,0.7209912660778094
286de1f9,-5.926442828392999,2.820009407791766,0.5463196620214313,-1.0810347131015683,-0.845339630286865,-0.4058951213513874,-0.8721705999743455,0.5235581043328661,-0.3368852877244705,0.7247023405376481
6d701d6e,-5.926475803109106,2.8202679604022096,0.5466130854294098,-1.0822159071498296,-0.8477105973953191,-0.40855084974065037,-0.8748948972776595,0.5283916650921145,-0.3399908853035324,0.7239055334181744
78bd4d99,-5.927116281381309,2.8233370761280208,0.5447783793807364,-1.082348733442246,-0.8503928343226118,-0.40835754838873417,-0.8739884159082659,0.5258521248595989,-0.3442718319685705,0.7271075465344055
30704ddf,-5.92664118459539,2.8196579176932697,0.546259694001661,-1.0814962761728706,-0.8475080461973945,-0.4091041644069996,-0.8747501461458143,0.5278166180532429,-0.3391569349377915,0.724539795612966
1cc74df3,-5.927381416168229,2.8185487636390296,0.5456619420632144,-1.0808261601431577,-0.8486511263146375,-0.41036134150026,-0.8737078230058192,0.5364820761038702,-0.3461086919857609,0.7262617002802851
6298703,-5.925339658140115,2.818971984056813,0.5479173214583032,-1.0865294733130382,-0.8447940155106199,-0.41148780232970167,-0.8726779096355188,0.5254247340506527,-0.33440090968008634,0.7157220592959388
767b115d,-5.662996692292876,2.301561019174506,0.32370103152256247,-0.4763072210586722,-0.05219785980207526,0.3022865173013271,-1.5859030136599124,0.385056037165536,-0.18360008701244,-0.06633644115865175
45be598c,-5.66435838093518,2.3019747838518017,0.32205693973161803,-0.4663728175582734,-0.05678762441066112,0.3098319662291522,-1.5917016164684543,0.37837770876473603,-0.18701705388304762,-0.05116145767025804
1e959ce,-5.664035293935314,2.302018842354404,0.32290167481277066,-0.46660161586821136,-0.05784279652865847,0.3087719763954665,-1.5929853426075946,0.38183126541838064,-0.186305541679022,-0.05755839421759393
34c6b7e8,-5.663993066757589,2.3001731189975367,0.32371852280302976,-0.467586952221235,-0.06095158935276392,0.3128593358584769,-1.5922288615551452,0.38132495896392193,-0.1882466461226579,-0.05624407992703958
42aed70b,-5.664386718904898,2.3018781642047608,0.3206882982485725,-0.46792676458063953,-0.0573240094561645,0.30866850351227626,-1.5929658370639774,0.3812758258900809,-0.18726254498206027,-0.057026848888742314
43483477,-5.664052592569963,2.3018774318384425,0.3211168640481876,-0.46924610632372593,-0.05602277461118307,0.3091355069595829,-1.5917531788849204,0.3844323836735882,-0.18821298941239778,-0.05854041140612354
5c2bc3ef,-5.664212309275873,2.301213854857609,0.3187469748785774,-0.4673020721530385,-0.05887386678983933,0.3043625932641354,-1.5938964442050156,0.3805558867263826,-0.190919141702948,-0.05671721138418957
1acf8c9a,-5.664398965194015,2.300960410050023,0.3205656267393699,-0.46797208605247415,-0.05512912876110315,0.30794313600727535,-1.5930428580910978,0.37877486573273395,-0.18481909704757288,-0.057321606766893074
1356bebc,-5.660645267296921,2.2949292878662075,0.31987189801804267,-0.4627536264240054,-0.04964722504008702,0.3021742220195179,-1.5515261949503194,0.3792409538302554,-0.17642026922846146,-0.060019869347783195
386ecbb1,-5.6644913220538635,2.3020880442438933,0.3210587062605099,-0.46901855777510804,-0.05604553072145532,0.30720303840249624,-1.5966314251343077,0.3829871419349916,-0.18773473925983838,-0.058559832030526615
53c0496,-5.926644308232849,2.8203776418246966,0.5448989363546557,-1.0815914716282,-0.8463722321862316,-0.40753470472948616,-0.8684044377008436,0.5262935103134145,-0.34138373581706544,0.7228563372239655
63452c3,-5.665079386542934,2.3025659596367354,0.3191442539936784,-0.46791990561497304,-0.05735110905253324,0.3077062016265103,-1.5859871155172287,0.382910311959308,-0.19197556951103067,-0.0520397417386663
69d37c0b,-5.925561479912177,2.819071502554786,0.5462692644637779,-1.0812661764842257,-0.84628914683908,-0.40696758039577635,-0.8719493540864685,0.5235971312426525,-0.3360804198474065,0.7181064621802257
4b98db38,-5.925351889803137,2.8183467908178583,0.548581624970081,-1.0847300027595612,-0.8467896273955193,-0.40477011243700894,-0.8722911505859052,0.5260444790574943,-0.3429064421966526,0.7204867057770888
2cd655d2,-5.926896639828234,2.820429282312735,0.5460269980334483,-1.0822889580987292,-0.8438508140004503,-0.4082676492455695,-0.8722213941422077,0.5252948682072811,-0.3426105891040034,0.7386550939079038
441e483b,-5.926266112142359,2.820057865766886,0.5474623292109015,-1.082293453259841,-0.8487724182117453,-0.4092128064200486,-0.8782508087944768,0.5291854185260342,-0.32949207708323025,0.7216520448754169
8ea7f56,-5.926206889242019,2.820754656400226,0.548449064012166,-1.082073512553946,-0.8490139744561042,-0.40856378907102986,-0.8732172851421738,0.525150438180945,-0.33867107456439205,0.7242751318780868
69db61ef,-5.9250468566085805,2.81943683189814,0.5455191626750132,-1.0840580824881,-0.8466812575994406,-0.4078656343194786,-0.8743368480953393,0.5230191368639466,-0.34025197386009515,0.7206007462028535
1a98980,-5.924919058019134,2.820704189040914,0.5433464294125521,-1.0822970470557363,-0.8489811581805926,-0.40596708460683023,-0.8747434923959646,0.5192441980702533,-0.34195596157397884,0.7227934968558105
4c4b5a9b,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.8738330029730947,0.5250595963805811,-0.3371431941069151,0.7211023299653146
2f6ce0f0,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.847116487230983,-0.4074892750508929,-0.8738330029730947,0.525059596380581,-0.3371431941069151,0.7211023299653145
39175772,-5.925895416236124,2.819040744949706,0.5464464251671994,-1.0830559968087712,-0.8475166647350871,-0.4072974962371676,-0.8745805051075123,0.5227409739447678,-0.3364956049458923,0.7225522201219893
79c2a720,-5.925658415094606,2.819168263068088,0.5467966063806868,-1.0825457799349663,-0.8470951617972131,-0.40954564254353754,-0.8760251466048381,0.5260006637941844,-0.3312298686752411,0.7175401115795857
eec50c7,-5.9251010824260355,2.821685782504815,0.5478370793270517,-1.0828054509251843,-0.8325082327529733,-0.4057788441350771,-0.8789467239685747,0.5336520335514915,-0.30591520767617747,0.7249267140956245
6164db8c,-5.9250176900601375,2.821505080298663,0.5464120846812743,-1.0836478071320865,-0.8445444883112118,-0.4137148575310875,-0.8626163480978387,0.5337430612821048,-0.3208998705005127,0.7197795672442105
dce85ca,-5.925691742882025,2.818758937579,0.5475184797051441,-1.0836463873346995,-0.8449369464927864,-0.40676299346640715,-0.8757067506798367,0.522666309993765,-0.3330420004649577,0.7140181170137075
6c808d15,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.873833002973095,0.5250595963805806,-0.33714319410691496,0.7211023299653142
5fda0d24,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.847116487230983,-0.4074892750508929,-0.8738330029730947,0.525059596380581,-0.33714319410691507,0.721102329965314
4156045e,-5.92582378151472,2.819773935369775,0.5467360445929762,-1.0828260671899335,-0.8461326917710968,-0.407935565331633,-0.8738331251018255,0.5244855575717191,-0.33860129000037975,0.721001380217659
9c8acdd,-5.926584523207014,2.8200340948837095,0.546445380540534,-1.0819223457875593,-0.8480345187601086,-0.4098130524364398,-0.8715274450681519,0.5295333861633716,-0.3413879585369205,0.7235579661208985
528c4f7d,-5.926783594614869,2.821340823342172,0.5471766914870521,-1.0836919955318842,-0.8491182487099385,-0.4092363433956363,-0.8722082028160741,0.5253172320502557,-0.3378977872235908,0.7238507344734127
82f6b43,-5.9263158834512915,2.81939647701214,0.5467282760726451,-1.083182610068419,-0.847815992357762,-0.4023753768649284,-0.8750741762550914,0.5278507480528145,-0.33805901209411476,0.7174501951253933
68addef4,-5.183802992816309,3.4045263500675276,0.8288485945920033,-1.047335213645261,-0.31375455515576167,-0.7729039135606196,-0.7900709143426465,0.7653801908790838,-0.591446107692902,0.5151236706983211
126e572e,-5.92619726532574,2.81968662780568,0.5464815136962708,-1.083523590474222,-0.8460091787653813,-0.4058280149575386,-0.8773745686908849,0.5218774226610357,-0.33742322427839183,0.7200772282215838
33cd93fb,-5.256482397896634,2.0346785498897533,0.4816315871362664,-1.2061441858002027,-1.3545083310526675,-0.9263776634150304,-0.9120687960317594,1.0980590114577375,-0.8365653868131516,0.509311063662031
2930a7d2,-5.926584523207014,2.8200340948837095,0.546445380540534,-1.0819223457875589,-0.8480345187601079,-0.4098130524364391,-0.871527445068152,0.5295333861633678,-0.3413879585368907,0.7235579661209529
6a77cb72,-5.925560862523287,2.821604557780418,0.5458989659208489,-1.0829425756993531,-0.8486397913395612,-0.4096720147258753,-0.8660488400230884,0.5230767390055907,-0.33285700105424176,0.7165437954485732
1de68478,-5.92534969945886,2.8205704163633327,0.5452851482613236,-1.081924834079324,-0.8473118624425702,-0.4074784707534871,-0.8738709777883275,0.5245663300996497,-0.33854251732895413,0.7204793000791663
3178d654,-5.926419458806629,2.8196526019258936,0.546374220362996,-1.0813046477421144,-0.8467851528817344,-0.4067581589853848,-0.8732628288372144,0.5261188130260211,-0.3357269304025216,0.7238278554608928
43c4fa57,-5.926411196511311,2.8197965946076247,0.5460865630047975,-1.0801405767205352,-0.8444601371009558,-0.40541173519173385,-0.8705793003669783,0.5219572192161313,-0.33424544205776924,0.7315435191573278
24d7c25c,-5.925950671740055,2.819761418324377,0.5474284182213445,-1.0846441472532184,-0.8457413326162996,-0.40553691057055136,-0.870051998957364,0.5240554315845983,-0.3326719230493356,0.7113403941903104
664795a0,-5.925870843549835,2.8219056502264164,0.5451848509013713,-1.0817177694632303,-0.8471523862689881,-0.40638824346570873,-0.8765270512205855,0.5240456969238568,-0.3391144289539343,0.7175132443794451
2b396492,-5.925775483070125,2.818960229905558,0.5475421464611184,-1.0815256498504204,-0.8474384380283765,-0.4070171879846695,-0.8741858791045093,0.5246961118120476,-0.33218260768467445,0.7208907647397981
47c3ef49,-5.560745119222162,3.342303044604118,-0.4018932530668342,-0.7037489444925029,-1.356442442528732,-0.2369041526890391,-0.8857039324906129,0.6664527758344224,0.09888021806908406,0.910213335749324
5ff034c4,-5.9259191665890025,2.8202701359239413,0.5464555607780692,-1.0842983219790137,-0.8501567768904329,-0.40701965492982956,-0.8657561429414075,0.5255044409472005,-0.3273391978826022,0.7178536017849508
4b078f7f,-5.8045813833943765,3.0143254858993025,0.13757839770114416,-0.902417863872831,-1.1370932827283748,-0.2832983741792306,-0.9089567425877197,0.2106742692515965,-0.8326971333308512,0.6380775922346997
25e7796a,-5.926211469116816,2.819400510844501,0.5461053549423557,-1.0807711090519476,-0.8461446746982164,-0.4078987819068403,-0.8720938188737819,0.5271771626557121,-0.33907385128312995,0.721516782710904
5f402d41,-5.924915011335801,2.81776720212922,0.5399470405547699,-1.0820514072822114,-0.8553221258606262,-0.3984565157098506,-0.8671439262979017,0.5054223595363858,-0.3382661680726947,0.7228439920486595
15aba7f8,-5.926198858194923,2.820231145985734,0.5459733472240688,-1.080296675220604,-0.8436558974311171,-0.40619479539778314,-0.8725979264723581,0.5265571703062689,-0.3314516630203627,0.717608481318666
2501d3e0,-5.926008943128093,2.8207136306323037,0.5465653600905428,-1.0845950517037417,-0.8476304864206329,-0.40658694636118325,-0.871879706753406,0.5264631291867778,-0.34099506703296995,0.7225352241739489
53f5bc9c,-5.9263097300349346,2.8198121999550594,0.5461149304104735,-1.079724332213713,-0.8467380515439781,-0.4048632583151003,-0.8764114603501514,0.5238268030678038,-0.33145180531737967,0.7194517043818357
1d4acc8f,-5.926357156420278,2.8183046815690096,0.5457843897509725,-1.080662262200455,-0.8466013518545232,-0.40657802029192663,-0.87039795458182,0.5276981658627558,-0.3399005494723696,0.7264546687887435
1a22e652,-5.92629214506921,2.819419441619201,0.5467081598710828,-1.0828877301435467,-0.8474913788479559,-0.4049545036273945,-0.8776137378754068,0.5226126763749196,-0.3354967565423155,0.7184011746231479
c5ea787,-5.926201958184383,2.822140618280595,0.5444345584151055,-1.0813990027766434,-0.8489713837663732,-0.40677427904385743,-0.8710428727170754,0.5210575910101368,-0.3403613665124448,0.7213084752964571
12883a72,-5.9251538166193916,2.820908094464351,0.5453991145895373,-1.0822524801220874,-0.8454908846906471,-0.40737679250560244,-0.8740232533292952,0.525486252479491,-0.33560308507102155,0.7176421041620061
36de7f4e,-5.926120847398108,2.8198423309360603,0.5464465786185805,-1.081577825437939,-0.846314753172655,-0.4067583290712326,-0.8732367136617772,0.524251195237512,-0.3368617117274352,0.7214176542888944
7f393763,-5.924294132537288,2.8189597157593043,0.545503072665358,-1.0802186607169606,-0.8434989861031746,-0.41101283297295643,-0.8672124737049535,0.5433735047583869,-0.3469926484265216,0.717371616217174
56418431,-5.927688955911894,2.8161659070636142,0.5456478989678398,-1.0885897365787138,-0.8605784332465856,-0.41813165129182644,-0.8492506691951861,0.4898756612300268,-0.31544170825356105,0.7171644288413099
4663a1ce,-5.925473192968778,2.8196951009520848,0.545187443854353,-1.082380439535934,-0.8492301844312703,-0.4056818171515386,-0.8746930696156657,0.521950052816722,-0.3370635695528847,0.721506178738897
74d76b59,-5.926608555963113,2.821058212138409,0.5471457143204213,-1.0837505178220528,-0.8467903429814397,-0.40804855968850456,-0.8762141926751796,0.5250651354706395,-0.3392115005807368,0.7205976855094357
72151858,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.873833002973095,0.5250595963805803,-0.3371431941069151,0.721102329965315
26e33c77,-5.925667633396984,2.8188919261149405,0.5478167147544756,-1.0823447088875902,-0.8454979262947614,-0.40881385894673594,-0.8761427104283986,0.525531765710544,-0.3323684747381524,0.719183688952162
5b7e78a6,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.873833002973095,0.5250595963805806,-0.33714319410691496,0.7211023299653149
2dec1d1a,-5.9334933901460545,2.7929287411795443,0.5206277065678071,-1.0270982344247146,-0.8265290412615075,-0.45696021577383505,-0.795319827597859,0.7118762261955378,-0.5198740623123307,0.6944641256665042
674996a8,-5.925446481831551,2.818661617023611,0.5471954429236504,-1.082834616329364,-0.8436877291333441,-0.4111880821471987,-0.8726286554336993,0.5299651880070244,-0.3405859817110159,0.7182142419380103
4f1e34c7,-5.926173768616427,2.8202078734023024,0.5467134947066614,-1.0824186960077342,-0.8475307643354327,-0.40775062427367514,-0.8747778826707021,0.5257938970345419,-0.33767710617568036,0.7226096643965882
1ef51715,-5.925615468731391,2.820169632131635,0.547083939640608,-1.0826474024447534,-0.8460477207608337,-0.40818273273860806,-0.874569482040398,0.5276447035575573,-0.33318104071766663,0.7175245611378874
5de085da,-5.9255731842826735,2.8201962008689474,0.546495003025616,-1.0821871466525683,-0.8464237000799619,-0.4079628174282296,-0.8736442021343143,0.5279453666287881,-0.33238280810517123,0.7216878703326801
50405ded,-5.926515100985108,2.8222785413478806,0.5510164013827614,-1.0850444235594012,-0.839929203972543,-0.4032144635705987,-0.8768820012099834,0.5342101944781281,-0.34098661488824394,0.7063021779690256
53f214f5,-5.9259372646324655,2.819549413744029,0.5451785701795341,-1.081644646914637,-0.8444526350472884,-0.4082234612242882,-0.8765293882562286,0.5234589627431385,-0.33642883801676376,0.7194041189667232
